Country,Lig,home_team,away_team,home_score,away_score,season_year,Date_day,Date_hour,first_half,second_half,home_team_goals,away_team_goals,home_team_substitutions,away_team_substitutions,home_team_yellow_card,away_team_yellow_card,home_team_red_card,away_team_red_card,referee,venue,capacity,attendance
Germany,bundesliga,FC Koln,Eintracht Frankfurt,2,0,2003/2004,03.04,16:30,2 - 0,0 - 0,"[""5' Hertzsch I. (Own goal)"", ""35' Podolski L.""]",[],"[""46' Niedrig M. Grujic V."", ""73' Sinkala A. Feulner M."", ""87' Kennedy J. Federico G.""]","[""46' Frommer N. Gunther S."", ""46' Beierle M. Chris"", ""73' Dragusha M. Lexa S.""]","[""24' Voigt A."", ""41' Grujic V."", ""55' Niedrig M.""]",[],[],[],,RheinEnergieStadion  (Cologne),50 000,
Germany,bundesliga,Hertha Berlin,Hansa Rostock,1,1,2003/2004,03.04,16:30,0 - 0,1 - 1,"[""59' Pinto R.""]","[""65' Rasmussen T.""]","[""68' Goor B. Zecke"", ""76' Cagara D. Dardai P."", ""76' Bobic F. Wichniarek A.""]","[""78' Di Salvo A. Arvidsson M."", ""81' Plassnegger G. Rasmussen T."", ""86' Prica R. Max M.""]",[],[],[],[],,Olympiastadion  (Berlin),74 667,
Germany,bundesliga,Kaiserslautern,Bayern Munich,0,2,2003/2004,03.04,16:30,0 - 0,0 - 2,[],"[""47' Makaay R."", ""77' Santa C. R.""]","[""75' Boskovic D. Reuter T."", ""85' Lehmann M. Altintop H.""]","[""23' Salihamidzic H. Sagnol W."", ""79' Trochowski P. Ze Roberto"", ""85' Pizarro C. Santa C. R.""]","[""51' Bjelica N.""]",[],"[""28' Malz S.""]",[],,Fritz Walter Stadion  (Kaiserslautern),49 500,
Germany,bundesliga,Munich 1860,Hannover,0,2,2003/2004,03.04,16:30,0 - 0,0 - 2,[],"[""71' Zuraw D."", ""74' Brdaric T.""]","[""46' Tyce R. Cerny H."", ""59' Lauth B. Lehmann M."", ""80' Kioyo F. Kurz M.""]","[""53' de Guzman J. Mathis C."", ""82' Stendel D. Christiansen T."", ""90' Kleber Brdaric T.""]","[""22' Cerny H."", ""29' Rodrigo Sam"", ""77' Hoffmann T."", ""82' Santos F.""]",[],[],[],,Olympiastadion  (Munich),69 250,
Germany,bundesliga,Schalke,Hamburger SV,4,1,2003/2004,03.04,16:30,3 - 1,1 - 0,"[""10' Fukal M. (Own goal)"", ""29' Sand E."", ""42' Lamotte F."", ""55' Delura M.""]","[""35' Mahdavikia M. (Penalty)""]","[""66' Rodriguez D. Hajto T."", ""74' Hanke M. Glieder E."", ""90' da Silva Pinto S. Delura M.""]","[""74' Reinhardt B. Kling S."", ""74' Wicky R. Takahara N.""]","[""54' Sand E."", ""62' Hajto T.""]",[],[],[],,Veltins Arena  (Gelsenkirchen),62 271,
Germany,bundesliga,Wolfsburg,Stuttgart,1,5,2003/2004,03.04,16:30,1 - 3,0 - 2,"[""30' Petrov M.""]","[""6' Gerber H."", ""26' Streller M."", ""43' Lahm P."", ""75' Kuranyi K."", ""86' Szabics I.""]","[""63' Karhan M. Sarpei H."", ""67' Hrgovic M. Menseguez J. C."", ""85' Ponce W. Topic M.""]","[""26' Szabics I. Streller M."", ""46' Yakin H. Hleb A."", ""81' Heldt H. Kuranyi K.""]","[""21' Schnoor S."", ""67' Franz M.""]",[],[],[],,Volkswagen Arena  (Wolfsburg),28 917,
Germany,bundesliga,Hamburger SV,Kaiserslautern,3,2,2003/2004,28.03,18:30,1 - 0,2 - 2,"[""30' Rahn C."", ""46' Romeo B."", ""70' Rahn C.""]","[""53' Klose M."", ""79' Hristov M.""]","[""63' Takahara N. Barbarez S."", ""74' Schlicke B. Wicky R."", ""90' Fukal M. Jarolim D.""]","[""55' Altintop H. Nurmela M."", ""62' Dominguez J. Klose M."", ""72' Vreven S. Malz S.""]","[""82' Hollerbach B."", ""86' Rahn C.""]",[],[],[],,Volksparkstadion  (Hamburg),57 274,
Germany,bundesliga,Stuttgart,Werder Bremen,4,4,2003/2004,28.03,18:30,2 - 3,2 - 1,"[""3' Bordon M."", ""24' Bordon M."", ""49' Bordon M."", ""69' Streller M.""]","[""13' Klasnic I."", ""35' Klasnic I."", ""43' Ailton"", ""70' Ailton""]","[""52' Yakin H. Meissner S."", ""82' Szabics I. Gerber H.""]","[""78' Lagerblom P. Lisztes K."", ""83' Skrypnyk V. Klasnic I."", ""86' Valdez N. Ailton""]","[""51' Meissner S.""]","[""80' Schulz C.""]",[],"[""80' Schulz C.""]",,MHPArena  (Stuttgart),60 449,
Germany,bundesliga,Bayer Leverkusen,Hertha Berlin,4,1,2003/2004,27.03,16:30,2 - 1,2 - 0,"[""29' Berbatov D."", ""33' Franco"", ""55' Franco"", ""72' Berbatov D.""]","[""7' Marcelinho Paraiba""]","[""69' Bierofka D. Fritz C."", ""77' Basturk Y. Balitsch H."", ""79' Neuville O. Berbatov D.""]","[""59' Cagara D. Schmidt A."", ""68' Bobic F. Dardai P."", ""77' Wichniarek A. Rafael N.""]",[],[],[],[],,BayArena  (Leverkusen),30 210,
Germany,bundesliga,Bayern Munich,B. Monchengladbach,5,2,2003/2004,27.03,16:30,2 - 0,3 - 2,"[""20' Kuffour S."", ""39' Santa C. R."", ""48' Makaay R. (Penalty)"", ""88' Hargreaves O."", ""90' Ballack M.""]","[""54' Sverkos V."", ""65' Sverkos V. (Penalty)""]","[""82' Linke T. Schweinsteiger B."", ""86' Pizarro C. Santa C. R."", ""89' Salihamidzic H. Ze Roberto""]","[""46' Broich T. Hausweiler M."", ""63' Kluge P. Ulich I."", ""75' van Hout J. Demo I.""]","[""83' Kuffour S.""]",[],[],[],,Olympiastadion  (Munich),69 250,
Germany,bundesliga,Bochum,Schalke,1,2,2003/2004,27.03,16:30,1 - 0,0 - 2,"[""24' Meichelbeck M.""]","[""77' Klasener T."", ""82' Delura M.""]","[""77' Buckley D. Freier S. P."", ""88' Edu Bonig P.""]","[""60' Delura M. da Silva Pinto S."", ""73' Hajto T. Lamotte F."", ""73' Glieder E. Bohme J.""]","[""16' Madsen P."", ""86' Bonig P."", ""90' Edu""]",[],[],[],,Vonovia Ruhrstadion  (Bochum),26 000,
Germany,bundesliga,Eintracht Frankfurt,Munich 1860,0,3,2003/2004,27.03,16:30,0 - 2,0 - 1,[],"[""9' Gorlitz A."", ""16' Lehmann M."", ""60' Agostino P.""]","[""37' Frommer N. Wiedener A."", ""57' Beierle M. Puljiz J."", ""80' Cha Du-Ri Lexa S.""]","[""46' Santos F. Kurz M."", ""66' Lauth B. Schroth M."", ""81' Kioyo F. Cerny H.""]","[""2' Wiedener A."", ""59' Puljiz J."", ""66' Kreuz M.""]",[],[],[],,Deutsche Bank Park  (Frankfurt),58 000,
Germany,bundesliga,Freiburg,FC Koln,3,0,2003/2004,27.03,16:30,1 - 0,2 - 0,"[""15' Iasvili A."", ""76' Riether S."", ""80' Antar R.""]",[],"[""63' Muller S. Ckitisvili L."", ""74' Sanou W. Cairo E."", ""82' Guie-Mien R. Coulibaly S.""]","[""62' Kennedy J. Cichon T.""]","[""33' Diarra B.""]",[],[],[],,Dreisamstadion  (Freiburg),24 000,
Germany,bundesliga,Hannover,Dortmund,1,1,2003/2004,27.03,16:30,0 - 1,1 - 0,"[""83' Christiansen T. (Penalty)""]","[""13' Frings T.""]","[""35' Christiansen T. Kleber"", ""71' Krupnikovic N. Lala A."", ""71' Stendel D. Jaime""]","[""60' Madouni A. R. Gambino S."", ""75' Odonkor D. Ewerthon""]","[""70' Christiansen T.""]",[],[],[],,Heinz-von-Heiden-Arena  (Hannover),49 200,
Germany,bundesliga,Hansa Rostock,Wolfsburg,3,1,2003/2004,27.03,16:30,3 - 1,0 - 0,"[""9' Arvidsson M."", ""34' Max M."", ""37' Mohrle U.""]","[""26' Quattrocchi P.""]","[""39' Madsen K. Maul R."", ""74' Plassnegger G. Tjikuzu R."", ""85' Meggle T. Rasmussen T.""]","[""29' Thiam P. Klimowicz D."", ""69' Petrov M. Biliskov M.""]","[""3' Maul R."", ""42' Hill D."", ""84' Arvidsson M.""]",[],[],[],,Ostseestadion  (Rostock),29 000,
Germany,bundesliga,Munich 1860,Freiburg,1,1,2003/2004,21.03,18:30,0 - 1,1 - 0,"[""58' Agostino P.""]","[""10' Coulibaly S.""]","[""46' Stranzl M. Saarinen J."", ""76' Baier D. Weissenberger M."", ""81' Kioyo F. Agostino P.""]","[""53' Schumann D. Ckitisvili L."", ""65' Sanou W. Cairo E."", ""81' Zeyer A. Antar R.""]",[],[],[],[],,Olympiastadion  (Munich),69 250,
Germany,bundesliga,Wolfsburg,Werder Bremen,0,2,2003/2004,21.03,18:30,0 - 0,0 - 2,[],"[""75' Klasnic I."", ""85' Micoud J.""]","[""77' Menseguez J. C. Sarpei H."", ""84' Baiano F. Thiam P.""]","[""71' Valdez N. Ailton"", ""83' Skrypnyk V. Schulz C."", ""88' Charisteas A. Klasnic I.""]","[""50' Hrgovic M."", ""67' Ramovic S."", ""72' Schnoor S.""]",[],[],[],,Volkswagen Arena  (Wolfsburg),28 917,
Germany,bundesliga,B. Monchengladbach,Hamburger SV,3,0,2003/2004,20.03,16:30,0 - 0,3 - 0,"[""61' Strasser J."", ""79' Sverkos V."", ""82' Broich T.""]",[],"[""46' Broich T. Hausweiler M."", ""69' van Lent A. Maric T."", ""86' Pletsch M. J. Asanin S.""]","[""65' Romeo B. Benjamin C."", ""65' Takahara N. Hleb V.""]","[""62' Maric T."", ""80' Sverkos V.""]",[],[],[],,Borussia-Park  (Mönchengladbach),54 042,
Germany,bundesliga,Dortmund,Eintracht Frankfurt,2,0,2003/2004,20.03,16:30,1 - 0,1 - 0,"[""23' Ewerthon"", ""80' Koller J.""]",[],"[""83' Odonkor D. Gambino S."", ""87' Madouni A. R. Aparecido Ferreira E."", ""89' Senesie S. Ewerthon""]","[""76' Lexa S. Chris"", ""83' Cha Du-Ri Amanatidis I.""]","[""62' Kehl S."", ""83' Reuter S.""]","[""39' Burger H.""]",[],"[""39' Burger H.""]",,Signal Iduna Park  (Dortmund),81 365,
Germany,bundesliga,FC Koln,Stuttgart,2,2,2003/2004,20.03,16:30,1 - 1,1 - 1,"[""45' Kringe F."", ""71' Feulner M.""]","[""28' Meissner S."", ""72' Scherz M. (Own goal)""]","[""69' Podolski L. Kringe F."", ""79' Grujic V. Springer C."", ""87' Federico G. Lottner D.""]","[""63' Gerber H. Heldt H."", ""66' Szabics I. Streller M."", ""73' Yakin H. Meissner S.""]","[""67' Streit A.""]",[],[],[],,RheinEnergieStadion  (Cologne),50 000,
Germany,bundesliga,Hansa Rostock,Bayer Leverkusen,0,2,2003/2004,20.03,16:30,0 - 0,0 - 2,[],"[""58' Berbatov D."", ""75' Babic M.""]","[""46' Melkam G. Rasmussen T."", ""65' Prica R. Arvidsson M."", ""79' Di Salvo A. Maul R.""]","[""46' Neuville O. Franco"", ""75' Bierofka D. Fritz C."", ""89' Sahin K. Berbatov D.""]","[""45' Rasmussen T."", ""54' Max M."", ""55' Lantz M."", ""61' Maul R."", ""74' Rydlewicz R.""]",[],[],[],,Ostseestadion  (Rostock),29 000,
Germany,bundesliga,Hertha Berlin,Bayern Munich,1,1,2003/2004,20.03,16:30,1 - 1,0 - 0,"[""43' Marcelinho Paraiba""]","[""8' Makaay R.""]","[""64' Cagara D. Rehmer M."", ""80' Bobic F. Zecke"", ""83' Pinto R. Rafael N.""]","[""60' Salihamidzic H. Schweinsteiger B."", ""86' Scholl M. Sagnol W.""]","[""49' Rafael N.""]",[],[],[],,Olympiastadion  (Berlin),74 667,
Germany,bundesliga,Kaiserslautern,Bochum,2,2,2003/2004,20.03,16:30,0 - 2,2 - 0,"[""55' Lokvenc V."", ""64' Lokvenc V.""]","[""15' Hashemian V."", ""44' Wosz D.""]","[""36' Drescher T. Tchato B."", ""46' Lehmann M. Dominguez J.""]","[""66' Tapalovic F. Wosz D."", ""75' Edu Vriesde A."", ""89' Bemben M. Freier S. P.""]","[""37' Wenzel T."", ""61' Mettomo L."", ""68' Bjelica N.""]",[],[],[],,Fritz Walter Stadion  (Kaiserslautern),49 500,
Germany,bundesliga,Schalke,Hannover,2,2,2003/2004,20.03,16:30,0 - 1,2 - 1,"[""63' Mertesacker P. (Own goal)"", ""84' Sand E.""]","[""14' Brdaric T."", ""71' Brdaric T.""]","[""65' Seitz J. Rodriguez D."", ""65' Agali V. Glieder E."", ""79' Hanke M. Bohme J.""]","[""75' de Guzman J. Jaime"", ""86' Kleber Lala A."", ""86' Christiansen T. Brdaric T.""]","[""52' Rodriguez D."", ""55' da Silva Pinto S."", ""83' Sand E.""]","[""88' Idrissou M.""]",[],"[""88' Idrissou M.""]",,Veltins Arena  (Gelsenkirchen),62 271,
Germany,bundesliga,Bochum,B. Monchengladbach,1,0,2003/2004,14.03,18:30,0 - 0,1 - 0,"[""88' Asanin S. (Own goal)""]",[],"[""38' Meichelbeck M. Bonig P."", ""67' Buckley D. Wosz D."", ""90' Tapalovic F. Freier S. P.""]","[""57' Broich T. Demo I."", ""90' Maric T. Ulich I."", ""90' Sverkos V. Hausweiler M.""]","[""38' Colding S."", ""45' Kalla R.""]",[],[],[],,Vonovia Ruhrstadion  (Bochum),26 000,
Germany,bundesliga,Stuttgart,Munich 1860,2,0,2003/2004,14.03,18:30,2 - 0,0 - 0,"[""32' Soldo Z."", ""35' Streller M.""]",[],"[""24' Heldt H. Hleb A."", ""41' Vranjes J. Soldo Z."", ""81' Gerber H. Lahm P.""]","[""46' Agostino P. Cerny H."", ""69' Baier D. Lehmann M."", ""79' Meyer R. Weissenberger M.""]","[""49' Meira F."", ""63' Meissner S.""]","[""76' Santos F.""]",[],"[""76' Santos F.""]",,MHPArena  (Stuttgart),60 449,
Germany,bundesliga,Bayer Leverkusen,Wolfsburg,4,2,2003/2004,13.03,16:30,3 - 1,1 - 1,"[""1' Berbatov D."", ""13' Babic M."", ""32' Schneider B."", ""63' Franco""]","[""21' Topic M."", ""82' Klimowicz D.""]","[""60' Bierofka D. Fritz C."", ""71' Neuville O. Franco"", ""81' Sahin K. Berbatov D.""]","[""70' Hrgovic M. Petrov M."", ""82' Sarpei H. Rytter T.""]","[""89' Schneider B.""]",[],[],[],,BayArena  (Leverkusen),30 210,
Germany,bundesliga,Bayern Munich,Hansa Rostock,3,3,2003/2004,13.03,16:30,2 - 0,1 - 3,"[""3' Jeremies J."", ""9' Makaay R."", ""76' Makaay R. (Penalty)""]","[""53' Max M."", ""65' Arvidsson M."", ""72' Rasmussen T.""]","[""61' Pizarro C. Santa C. R."", ""73' Scholl M. Jeremies J.""]","[""80' Madsen K. Rasmussen T."", ""85' Di Salvo A. Arvidsson M."", ""88' Plassnegger G. Rydlewicz R.""]",[],[],[],[],,Olympiastadion  (Munich),69 250,
Germany,bundesliga,Eintracht Frankfurt,Schalke,3,0,2003/2004,13.03,16:30,0 - 0,3 - 0,"[""57' Amanatidis I."", ""77' Skela E."", ""80' Schur A.""]",[],"[""56' Lexa S. Cha Du-Ri"", ""89' Dragusha M. Kreuz M.""]","[""63' Seitz J. Bohme J."", ""63' da Silva Pinto S. Glieder E."", ""68' Hanke M. Hajto T.""]","[""29' Hertzsch I."", ""40' Preuss C."", ""69' Kreuz M.""]",[],[],[],,Deutsche Bank Park  (Frankfurt),58 000,
Germany,bundesliga,Freiburg,Dortmund,2,2,2003/2004,13.03,16:30,1 - 1,1 - 1,"[""17' Antar R."", ""67' Ckitisvili L. (Penalty)""]","[""45' Dede"", ""59' Hermel L. (Own goal)""]","[""61' Willi T. Kruppke D."", ""75' Muller S. Ckitisvili L."", ""83' Sanou W. Coulibaly S.""]","[""46' Ricken L. Kehl S."", ""75' Koller J. Odonkor D.""]","[""59' Kruppke D."", ""73' Riether S."", ""82' Coulibaly S.""]",[],[],[],,Dreisamstadion  (Freiburg),24 000,
Germany,bundesliga,Hamburger SV,Hertha Berlin,2,0,2003/2004,13.03,16:30,1 - 0,1 - 0,"[""33' Rahn C."", ""71' Romeo B.""]",[],"[""52' Starke T. Wachter S."", ""68' Kling S. Hollerbach B."", ""83' Takahara N. Romeo B.""]","[""69' Madlung A. Bobic F."", ""73' Rafael N. Zecke"", ""81' Pinto R. Marcelinho Paraiba""]","[""36' Benjamin C."", ""55' Hollerbach B.""]","[""55' van Burik D."", ""65' Friedrich A.""]",[],"[""55' van Burik D."", ""65' Friedrich A.""]",,Volksparkstadion  (Hamburg),57 274,
Germany,bundesliga,Hannover,Kaiserslautern,0,1,2003/2004,13.03,16:30,0 - 0,0 - 1,[],"[""62' Hristov M.""]","[""68' Brdaric T. Lala A."", ""68' Stendel D. de Guzman J."", ""78' Jaime Mertesacker P.""]","[""67' Tchato B. Drescher T."", ""75' Mettomo L. Lokvenc V."", ""84' Altintop H. Hristov M.""]","[""11' Dabrowski C."", ""80' Mathis C."", ""87' Jaime"", ""87' Zuraw D.""]","[""86' Knavs A.""]",[],"[""86' Knavs A.""]",,Heinz-von-Heiden-Arena  (Hannover),49 200,
Germany,bundesliga,Werder Bremen,FC Koln,3,2,2003/2004,13.03,16:30,3 - 0,0 - 2,"[""16' Micoud J."", ""37' Ailton"", ""43' Ailton""]","[""57' Schroder O."", ""71' Lottner D.""]","[""70' Charisteas A. Ailton"", ""70' Valdez N. Klasnic I."", ""83' Skrypnyk V. Schulz C.""]","[""66' Lottner D. Kringe F."", ""79' Federico G. Feulner M."", ""85' Kennedy J. Cichon T.""]","[""29' Schulz C.""]","[""87' Voigt A.""]",[],"[""87' Voigt A.""]",,Weserstadion  (Bremen),42 100,
Germany,bundesliga,Munich 1860,Werder Bremen,0,2,2003/2004,07.03,18:30,0 - 1,0 - 1,[],"[""37' Klasnic I."", ""79' Charisteas A.""]","[""46' Hoffmann T. Weissenberger M."", ""59' Gorlitz A. Kurz M."", ""70' Agostino P. Lauth B.""]","[""70' Charisteas A. Ailton"", ""83' Daun M. Klasnic I."", ""89' Borowski T. Lisztes K.""]","[""52' Kurz M.""]",[],"[""22' Tyce R.""]",[],,Olympiastadion  (Munich),69 250,
Germany,bundesliga,Wolfsburg,FC Koln,2,0,2003/2004,07.03,18:30,1 - 0,1 - 0,"[""30' Klimowicz D."", ""84' Topic M.""]",[],"[""46' Biliskov M. Thiam P."", ""66' Sarpei H. Menseguez J. C."", ""76' Hrgovic M. D'Alessandro A.""]","[""68' Federico G. Voronin A.""]","[""28' Karhan M."", ""39' Menseguez J. C."", ""43' Schnoor S."", ""78' Petrov M.""]",[],[],[],,Volkswagen Arena  (Wolfsburg),28 917,
Germany,bundesliga,B. Monchengladbach,Hannover,1,0,2003/2004,06.03,16:30,1 - 0,0 - 0,"[""25' Demo I.""]",[],"[""59' Gaede E. Ruben G."", ""73' van Lent A. Maric T."", ""79' Kolkka J. Sverkos V.""]","[""15' Idrissou M. Brdaric T."", ""46' Stendel D. Dabrowski C."", ""65' Christiansen T. Xavier A.""]","[""71' Maric T.""]",[],[],[],,Borussia-Park  (Mönchengladbach),54 042,
Germany,bundesliga,Bayer Leverkusen,Bayern Munich,1,3,2003/2004,06.03,16:30,0 - 1,1 - 2,"[""90' Schneider B.""]","[""39' Makaay R."", ""58' Ballack M."", ""77' Makaay R.""]","[""46' Lucic T. Nowotny J."", ""52' Kaluzny R. Ramelow C."", ""63' Neuville O. Bierofka D.""]","[""66' Jeremies J. Sagnol W."", ""78' Pizarro C. Santa C. R."", ""83' Trochowski P. Ze Roberto""]","[""20' Fritz C."", ""82' Balitsch H.""]",[],[],[],,BayArena  (Leverkusen),30 210,
Germany,bundesliga,Dortmund,Stuttgart,0,2,2003/2004,06.03,16:30,0 - 1,0 - 1,[],"[""6' Hleb A."", ""82' Heldt H. (Penalty)""]","[""46' Aparecido Ferreira E. Reuter S."", ""46' Ricken L. da Conceicao F."", ""75' Gambino S. Odonkor D.""]","[""46' Vranjes J. Soldo Z."", ""62' Streller M. Cacau"", ""77' Heldt H. Hleb A.""]","[""48' Worns C."", ""57' Ewerthon""]",[],[],[],,Signal Iduna Park  (Dortmund),81 365,
Germany,bundesliga,Hansa Rostock,Hamburger SV,3,0,2003/2004,06.03,16:30,2 - 0,1 - 0,"[""5' Melkam G."", ""19' Arvidsson M."", ""79' Di Salvo A.""]",[],"[""77' Di Salvo A. Max M."", ""83' Plassnegger G. Melkam G."", ""86' Prica R. Arvidsson M.""]","[""46' Takahara N. Benjamin C."", ""46' Jarolim D. Kling S."", ""75' Hleb V. Mahdavikia M.""]","[""72' Maul R.""]",[],[],[],,Ostseestadion  (Rostock),29 000,
Germany,bundesliga,Hertha Berlin,Bochum,1,1,2003/2004,06.03,16:30,1 - 0,0 - 1,"[""20' Marcelinho Paraiba""]","[""57' Fahrenhorst F.""]","[""64' Rehmer M. Ludwig A."", ""81' Rafael N. Dardai P."", ""84' Madlung A. Zecke""]","[""78' Edu Buckley D."", ""86' Vriesde A. Wosz D."", ""89' Gudjonsson T. Diabang M.""]","[""78' Fathi M.""]",[],[],[],,Olympiastadion  (Berlin),74 667,
England,premier-league,Everton,Fulham,1,1,2024/2025,26.10,19:30,0 - 0,1 - 1,"[""90+4' 1 - 1 Beto (Young A.)""]","[""61' 0 - 1 Iwobi A. (Smith Rowe E.)""]","[""68' Lindstrom J. Harrison J."", ""80' Mangala O. Doucoure A."", ""81' Beto Calvert-Lewin D."", ""86' Branthwaite J. McNeil D. (Injury)""]","[""68' Nelson R. Traore A."", ""79' Wilson H. Pereira A."", ""79' Reed H. Smith Rowe E."", ""90+2' Rodrigo Muniz Jimenez R."", ""90+2' Cuenca J. Iwobi A.""]","[""76' Tarkowski J. (Roughing)""]",[],[],[],Brooks J.  (Eng),Goodison Park  (Liverpool),39 572,38 742
England,premier-league,Aston Villa,Bournemouth,1,1,2024/2025,26.10,17:00,0 - 0,1 - 1,"[""76' 1 - 0 Barkley R. (Bailey L.)""]","[""90+6' 1 - 1 Evanilson (Tavernier M.)""]","[""46' Barkley R. Onana A."", ""57' Duran J. Rogers M."", ""71' Bailey L. McGinn J."", ""71' Maatsen I. Digne L."", ""82' Kamara B. Watkins O.""]","[""30' Smith A. Araujo J."", ""64' Tavernier M. Kluivert J."", ""64' Evanilson Unal E."", ""81' Brooks D. Kerkez M."", ""81' Adams T. Christie R.""]","[""4' Onana A. (Roughing)"", ""18' Tielemans Y. (Tripping)"", ""41' Ramsey J. (Tripping)"", ""55' McGinn J. (Foul)"", ""58' Digne L. (Tripping)"", ""90+4' Cash M. (Tripping)"", ""90+6' Barkley R.""]",[],[],[],Kavanagh C.  (Eng),Villa Park  (Birmingham),42 789,
England,premier-league,Brentford,Ipswich,4,3,2024/2025,26.10,17:00,2 - 2,2 - 1,"[""44' 1 - 2 Wissa Y. (Janelt V.)"", ""45+1' 2 - 2 Clarke H. (Own goal)"", ""51' 3 - 2 Mbeumo B. (Penalty)"", ""90+6' 4 - 3 Mbeumo B. (Roerslev Rasmussen M.)""]","[""28' 0 - 1 Szmodics S. (Hirst G.)"", ""31' 0 - 2 Hirst G. (Chaplin C.)"", ""86' 3 - 3 Delap L. (Davis L.)""]","[""77' Schade K. Damsgaard M."", ""78' Jensen M. Norgaard C."", ""81' Carvalho F. Lewis-Potter K.""]","[""35' Burns W. Ogbene C. (Injury)"", ""73' Delap L. Hirst G."", ""73' Clarke J. Szmodics S."", ""73' Woolfenden L. Chaplin C."", ""90+1' Townsend C. Cajuste J.""]",[],"[""69' Clarke H. (Tripping)""]",[],"[""69' Clarke H. (Tripping)""]",Smith L.  (Eng),Brentford Community Stadium  (London),17 250,17 109
England,premier-league,Brighton,Wolves,2,2,2024/2025,26.10,17:00,1 - 0,1 - 2,"[""45' 1 - 0 Welbeck D. (Rutter G.)"", ""85' 2 - 0 Ferguson E. (Lamptey T.)""]","[""88' 2 - 1 Ait-Nouri R."", ""90+3' 2 - 2 Cunha M. (Doyle T.)""]","[""72' Gruda B. Kadioglu F."", ""73' Ferguson E. Welbeck D."", ""80' Wieffer M. Baleba C."", ""80' Lamptey T. Rutter G."", ""89' Enciso J. Mitoma K.""]","[""46' Forbs C. Toti"", ""46' Sarabia P. Lemina M."", ""90+1' Guedes G. Gomes J."", ""90+4' Andre Larsen J. S."", ""90+5' Gomes R. Forbs C.""]","[""56' Rutter G. (Roughing)"", ""70' Igor (Roughing)"", ""74' Estupinan P. (Unsportsmanlike conduct)""]",[],[],[],Oliver M.  (Eng),Amex Stadium  (Brighton),31 876,31 840
England,premier-league,Manchester City,Southampton,1,0,2024/2025,26.10,17:00,1 - 0,0 - 0,"[""5' 1 - 0 Haaland E. (Nunes M.)""]",[],"[""86' Gundogan I. Nunes M."", ""90+7' Stones J. Lewis R.""]","[""46' Armstrong A. Dibling T."", ""60' Aribo J. Lallana A."", ""77' Bree J. Manning R."", ""87' Sulemana K. Downes F."", ""87' Onuachu P. Archer C.""]","[""88' Kovacic M. (Tripping)""]",[],[],[],Harrington T.  (Eng),Etihad Stadium  (Manchester),55 097,
England,premier-league,Leicester,Nottingham,1,3,2024/2025,25.10,22:00,1 - 1,0 - 2,"[""23' 1 - 1 Vardy J. (Winks H.)""]","[""16' 0 - 1 Yates R."", ""47' 1 - 2 Wood Ch. (Anderson E.)"", ""60' 1 - 3 Wood Ch.""]","[""68' El Khannouss B. Pereira R."", ""68' Ayew J. Mavididi S."", ""74' Soumare B. Ndidi W.""]","[""72' Williams N. Anderson E."", ""72' Morato Moreno A."", ""76' Sosa R. Hudson-Odoi C."", ""76' Jota Silva Elanga A."", ""81' Awoniyi T. Wood Ch.""]","[""35' Pereira R. (Tripping)"", ""46' Mavididi S. (Holding)"", ""58' Winks H. (Holding)"", ""88' Ayew J. (Tripping)"", ""90+4' Soumare B. (Tripping)""]",[],[],[],Pawson C.  (Eng),King Power Stadium  (Leicester),32 261,31 879
England,premier-league,Nottingham,Crystal Palace,1,0,2024/2025,21.10,22:00,0 - 0,1 - 0,"[""65' 1 - 0 Wood Ch.""]",[],"[""63' Jota Silva Elanga A."", ""78' Morato Moreno A."", ""78' Williams N. Anderson E."", ""84' Sosa R. Hudson-Odoi C. (Injury)"", ""84' Awoniyi T. Wood Ch.""]","[""66' Mateta J. Nketiah E."", ""74' Sarr I. Hughes W."", ""74' Schlupp J. Mitchell T."", ""88' Agbinone A. Kamada D.""]","[""60' Anderson E. (Tripping)"", ""68' Dominguez N. (Tripping)""]",[],[],[],Robinson T.  (Eng),City Ground  (Nottingham),30 404,29 443
England,premier-league,Liverpool,Chelsea,2,1,2024/2025,20.10,18:30,1 - 0,1 - 1,"[""29' 1 - 0 Salah M. (Penalty)"", ""51' 2 - 1 Jones C. (Salah M.)""]","[""48' 1 - 1 Jackson N. (Caicedo M.)""]","[""30' Nunez D. Diogo Jota (Injury)"", ""66' Diaz L. Gakpo C."", ""81' Mac Allister A. Jones C."", ""81' Gomez J. Alexander-Arnold T.""]","[""46' Neto P. Sancho J."", ""53' Fernandez E. Lavia R."", ""53' Veiga R. James R."", ""53' Badiashile B. Adarabioyo T."", ""76' Nkunku C. Madueke N.""]","[""26' Slot A. (Not on pitch)"", ""45+8' Szoboszlai D. (Holding)"", ""69' Nunez D. (Roughing)"", ""80' Konate I. (Roughing)"", ""90+2' Mac Allister A. (Roughing)""]",[],[],[],Brooks J.  (Eng),Anfield  (Liverpool),61 276,60 277
