Country,Lig,home_team,away_team,home_score,away_score,season_year,Date_day,Date_hour,first_half,second_half,home_team_goals,away_team_goals,home_team_substitutions,away_team_substitutions,home_team_yellow_card,away_team_yellow_card,home_team_red_card,away_team_red_card,referee,venue,capacity,attendance
Turkey,super-lig,Gaziantepspor,Besiktas,0,1,2014/2015,14.12,19:00,0 - 0,0 - 1,[],"[""64' 0 - 1 Ozyakup O.""]","[""65' Yilmaz S. Durak M."", ""72' Costly C. Arokoyo G."", ""77' Akin I. Caglayan O.""]","[""65' Frei K. Ozyakup O."", ""65' Koybasi I. Ramon"", ""77' Uysal N. Sahan O.""]","[""38' Sume E."", ""61' Chibuike J."", ""78' Sen E.""]",[],[],[],Sahan C.  (Tur),Gaziantep Kamil Ocak Stadium (Inactive)  (Gaziantep),16 981,
Turkey,super-lig,Mersin,Kayseri Erciyesspor,1,1,2014/2015,14.12,16:00,1 - 0,0 - 1,"[""35' 1 - 0 Futacs M.""]","[""48' 1 - 1 Karaer A. (Ozturk E.)""]","[""60' Welliton Pedriel R."", ""60' Tas M. Tita"", ""74' Tozlu E. Khalili A.""]","[""46' Ozturk E. Mangane K."", ""46' Ates N. Ibricic S."", ""69' Akgun M. Memis B.""]",[],[],[],[],Ozkahya H.  (Tur),,,
Turkey,super-lig,Kardemir Karabuk,"Bursaspor
2",3,2,2014/2015,14.12,13:30,1 - 2,2 - 0,"[""21' 1 - 0 Viola V. (Akpala J.)"", ""55' 2 - 2 Viola V. (Penalty)"", ""90+2' 3 - 2 Traore A.""]","[""29' 1 - 1 Bakambu C. (Behich A.)"", ""45' 1 - 2 Fernandao (Bakambu C.)""]","[""72' Traore A. Kumbela D."", ""73' Akca M. Ozgenc E."", ""85' Incedemir Y. Cagiran M.""]","[""73' Traore B. Bakambu C."", ""83' Ipek O. Sen V.""]","[""31' Kayhan T."", ""45' Ozgenc E."", ""45' Cagiran M."", ""62' Mabiala L.""]","[""76' Cinaz S."", ""90+3' Josue""]","[""90+4' Mabiala L.""]","[""76' Cinaz S."", ""90+3' Josue""]",Palabiyik A.  (Tur),,,
Turkey,super-lig,Kasimpasa,Eskisehirspor,1,0,2014/2015,13.12,19:00,1 - 0,0 - 0,"[""31' 1 - 0 Castro (Torun T.)""]",[],"[""73' Turan A. Colak I. H."", ""75' Ayaz I. Ozturk A."", ""80' Seras K. Torun T.""]","[""46' Ozkan S. Gucer H."", ""70' Aydin M. Guleryuz A."", ""83' Senturk E. Zengin E.""]","[""36' Babel R."", ""55' Basdas B."", ""62' Castro"", ""68' Ozturk A.""]",[],[],[],Aydinus F.  (Tur),Recep Tayyip Erdoğan Stadyumu  (Istanbul),14 234,
Turkey,super-lig,Konyaspor,Galatasaray,0,5,2014/2015,13.12,19:00,0 - 3,0 - 2,[],"[""16' 0 - 1 Bulut U."", ""22' 0 - 2 Colak E. (Inan S.)"", ""36' 0 - 3 Yilmaz B."", ""57' 0 - 4 Yilmaz B. (Sarioglu S.)"", ""61' 0 - 5 Altintop H.""]","[""46' Djalma Rangelov D."", ""60' Torje G. Unlu T.""]","[""58' Altintop H. Colak E."", ""69' Oztekin Y. Bulut U."", ""73' Balta H. Kaya S.""]","[""19' Kabze H."", ""25' Ay S."", ""41' Inceman U.""]",[],[],[],Abay S.  (Tur),Konya Atatürk Stadyumu  (Konya),22 559,
Turkey,super-lig,Akhisarspor,Genclerbirligi,1,1,2014/2015,13.12,16:00,0 - 0,1 - 1,"[""67' 1 - 0 Gekas T. (Vural G.)""]","[""79' 1 - 1 Tomic N.""]","[""9' Zengin K. Cebe A."", ""83' Akyuz M. Vural G."", ""85' Ozer K. Ntibazonkiza S.""]","[""61' Antal L. Celik M."", ""72' Tosun B. Kaya D."", ""87' Bayrak S. Tomic N.""]","[""46' Konuk I.""]",[],[],[],Bitnel D.  (Tur),,,
Turkey,super-lig,Basaksehir,Balikesirspor,1,0,2014/2015,13.12,13:30,0 - 0,1 - 0,"[""73' 1 - 0 Senturk S. (Mossoro M.)""]",[],"[""62' Ozturk S. Rotman R."", ""80' Agcay S. Mossoro M."", ""85' Batdal M. Senturk S.""]","[""46' Calik B. Alanzinho"", ""76' Celik M. Jabbie K."", ""76' Alkan O. Yildirim S.""]","[""24' Ayhan Y."", ""30' Madureira D."", ""35' Epureanu A.""]",[],[],[],Yilmaz A.  (Tur),,,
Turkey,super-lig,Fenerbahce,Sivasspor,4,1,2014/2015,12.12,20:00,3 - 1,1 - 0,"[""3' 1 - 0 Irtegun B."", ""14' 2 - 1 Sow M. (Kuyt D.)"", ""38' 3 - 1 Kuyt D. (Erkin C.)"", ""65' 4 - 1 Sow M.""]","[""13' 1 - 1 Chahechouhe A.""]","[""65' Potuk A. Emenike E."", ""79' Webo P. Topal M."", ""90' Kaldirim H. A. Sow M.""]","[""46' Karadeniz B. Arslan H."", ""82' Chrisantus M. Yilmazer M."", ""82' Aras A. Bekmezci K.""]","[""44' Topal M."", ""61' Irtegun B.""]",[],[],[],Ilker Coskun M.  (Tur),Ataturk Stadium  (Istanbul),74 753,
Turkey,super-lig,Sivasspor,Kayseri Erciyesspor,1,1,2014/2015,08.12,19:00,1 - 1,0 - 0,"[""36' 1 - 1 Eser B. (Cicinho)""]","[""19' 0 - 1 Edinho""]","[""65' Yilmazer M. Eser B."", ""77' Karadeniz B. Chahechouhe A."", ""88' Neziroglulari B. Erdal Z.""]","[""31' Ozen M. Boye J."", ""62' Ates N. Avci K."", ""78' Zoua J. Edinho""]","[""18' Bekmezci K.""]",[],"[""53' Utaka J. C.""]",[],Coban D.  (Tur),Yeni 4 Eylül Stadyumu  (Sivas),14 998,
Turkey,super-lig,Besiktas,Trabzonspor,3,0,2014/2015,07.12,19:00,2 - 0,1 - 0,"[""5' 1 - 0 Kavlak V."", ""21' 2 - 0 Ba D. (Sahan O.)"", ""83' 3 - 0 Tosun C. (Sosa J.)""]",[],"[""46' Pektemek M. Ba D."", ""71' Tosun C. Pektemek M."", ""86' Frei K. Tore G.""]","[""35' Constant K. Papadopoulos A."", ""66' Atik F. Ekici M.""]","[""42' Tore G."", ""45' Kavlak V.""]",[],[],[],Kalkavan M.  (Tur),Recep Tayyip Erdoğan Stadyumu  (Istanbul),14 234,
Turkey,super-lig,Eskisehirspor,Basaksehir,0,1,2014/2015,07.12,16:00,0 - 0,0 - 1,[],"[""63' 0 - 1 Senturk S.""]","[""61' Kara A. Gucer H."", ""75' Guleryuz A. Causic G."", ""88' Ozkan S. Sissoko I.""]","[""75' Pekturk T. Madureira D."", ""75' Perbet J. Senturk S."", ""86' Ozturk S. Mossoro M.""]","[""16' Corekci K."", ""37' Sissoko I."", ""37' Sismanoglu O."", ""55' Gucer H."", ""81' Kara A.""]",[],[],[],Simsek B.  (Tur),Eskişehir Atatürk Stadi  (Eskişehir),13 520,
Turkey,super-lig,Bursaspor,Kasimpasa,5,1,2014/2015,07.12,13:30,3 - 0,2 - 1,"[""2' 1 - 0 Fernandao (Ozbayrakli S.)"", ""14' 2 - 0 Josue (Penalty)"", ""30' 3 - 0 Fernandao (Sen V.)"", ""73' 4 - 0 Tufan O."", ""82' 5 - 0 Sen V. (Civelli R.)""]","[""87' 5 - 1 Babel R.""]","[""70' Yilmaz B. Bakambu C."", ""75' Unal E. Tufan O."", ""80' Ipek O. Fernandao""]","[""46' Torun T. Colak I. H."", ""73' Ozturk A. Seras K.""]","[""20' Tufan O."", ""44' Belluschi F."", ""84' Aziz S."", ""89' Yilmaz B.""]",[],[],[],Ilker Coskun M.  (Tur),Bursa Atatürk Stadyumu  (Bursa),25 661,
Turkey,super-lig,Rizespor,Kardemir Karabuk,0,3,2014/2015,07.12,13:30,0 - 2,0 - 1,[],"[""16' 0 - 1 Ayik O. (Akpala J.)"", ""36' 0 - 2 Akpala J."", ""85' 0 - 3 Akpala J. (Ayik O.)""]","[""46' Kadah D. Duruer M."", ""66' Holosko F. Karakas K."", ""81' Kose T. Adnan A.""]","[""69' Akgun A. Kumbela D."", ""88' Bahadir T. Viola V."", ""90+1' Akca M. Ayik O.""]","[""35' Altinay K."", ""70' Holosko F.""]",[],[],[],Gocek H.  (Tur),Çaykur Didi Stadyumu  (Rize),15 558,
Turkey,super-lig,Galatasaray,Akhisarspor,2,1,2014/2015,06.12,21:45,1 - 0,1 - 1,"[""13' 1 - 0 Yilmaz B."", ""75' 2 - 0 Yilmaz B.""]","[""86' 2 - 1 Gekas T. (Ntibazonkiza S.)""]","[""67' Oztekin Y. Bulut U."", ""81' Kurtulus Y. Colak E."", ""90' Altintop H. Bruma""]","[""76' Keles K. Zengin K."", ""79' Bruno Mezenga Zokora D."", ""85' Calis T. Vural G.""]","[""87' Kaya S.""]",[],[],[],Yildirim B.  (Tur),Rams Park  (Istanbul),53 798,
Turkey,super-lig,Balikesirspor,Fenerbahce,0,1,2014/2015,06.12,18:45,0 - 1,0 - 0,[],"[""40' 0 - 1 Meireles R.""]","[""68' Ozturk A. Ceviker A."", ""68' Vargas R. Unal G."", ""83' Calik B. Alanzinho""]","[""68' Potuk A. Kuyt D."", ""74' Sahin S. Belozoglu E."", ""85' Emenike E. Sow M.""]","[""40' Yildirim S."", ""90+1' Kulusic A.""]",[],[],[],Ozkahya H.  (Tur),,,
Turkey,super-lig,Genclerbirligi,Gaziantepspor,2,0,2014/2015,06.12,16:00,0 - 0,2 - 0,"[""68' 1 - 0 Arokoyo G. (Own goal)"", ""70' 2 - 0 Kahveci I. C.""]",[],"[""62' Akcakin A. Antal L."", ""65' Bayrak S. Balioglu H."", ""82' Tosun B. Celik M.""]","[""59' Ildiz M. Chibuike J."", ""72' Caglayan O. Arokoyo G."", ""76' Yilmaz S. Durak M.""]","[""23' Aslantas H."", ""59' Stancu B."", ""61' Celik M."", ""73' Gosso J."", ""75' Kose R."", ""87' Tosun B.""]",[],[],[],Yilmaz A.  (Tur),Ankara 19 Mayis Stadyumu  (Ankara),19 219,
Turkey,super-lig,Konyaspor,Mersin,2,0,2014/2015,06.12,13:30,0 - 0,2 - 0,"[""66' 1 - 0 Ay S. (Camdali A.)"", ""70' 2 - 0 Kabze H.""]",[],"[""56' Djalma Rangelov D."", ""75' Orucu B. Hleb A."", ""75' Turan A. Ay S.""]","[""66' Pedriel R. Welliton"", ""73' Varol G. Nakoulma P."", ""73' Ceylan M. Khalili A.""]","[""49' Camdali A."", ""87' Djalma""]","[""76' Ceylan M.""]",[],"[""76' Ceylan M.""]",Ogretmenoglu M.  (Tur),Konya Atatürk Stadyumu  (Konya),22 559,
Turkey,super-lig,Trabzonspor,Genclerbirligi,4,1,2014/2015,01.12,20:30,3 - 0,1 - 1,"[""8' 1 - 0 Cardozo O."", ""31' 2 - 0 Hurmaci O. (Erdogan Y.)"", ""40' 3 - 0 Cardozo O. (Yilmaz S.)"", ""66' 4 - 0 Cardozo O. (Yilmaz S.)""]","[""73' 4 - 1 Celik M. (Kahveci I. C.)""]","[""52' Gurler S. Nizam M."", ""68' Yatabare M. Medjani C."", ""78' Atik F. Cardozo O.""]","[""27' Antal L. Kocer G."", ""46' Balioglu H. Ciftci U."", ""70' Antalyali T. Ozgur I.""]","[""21' Medjani C."", ""45' Ekici M."", ""72' Gurler S."", ""84' Papadopoulos A.""]",[],[],[],Gocek H.  (Tur),Hüseyin Avni Aker Stadium  (Trabzon),24 169,
Turkey,super-lig,Kardemir Karabuk,Besiktas,1,2,2014/2015,01.12,18:00,0 - 0,1 - 2,"[""83' 1 - 2 Cagiran M.""]","[""53' 0 - 1 Ba D. (Kurtulus S.)"", ""56' 0 - 2 Ba D. (Sosa J.)""]","[""66' Cagiran M. Incedemir Y."", ""66' Akgun A. Ayik O."", ""78' Kumbela D. Akpala J.""]","[""73' Pektemek M. Ba D."", ""77' Ozyakup O. Sosa J."", ""86' Uysal N. Tore G.""]","[""22' Incedemir Y."", ""35' Traore A."", ""74' Gungor E."", ""90+2' Cagiran M.""]","[""90+4' Pektemek M.""]",[],"[""90+4' Pektemek M.""]",Abitoglu K.  (Tur),,,
Turkey,super-lig,Fenerbahce,Eskisehirspor,2,2,2014/2015,30.11,19:00,0 - 1,2 - 1,"[""70' 1 - 1 Webo P."", ""90+2' 2 - 2 Sow M. (Penalty)""]","[""28' 0 - 1 Zengin E. (Sismanoglu O.)"", ""87' 1 - 2 Funes Mori R. (Lawal R.)""]","[""46' Topal M. Meireles R."", ""60' Webo P. Emenike E."", ""82' Kaldirim H. A. Potuk A.""]","[""46' Lawal R. Gucer H."", ""50' Aydin M. Sismanoglu O."", ""89' Parlak B. Zengin E.""]","[""84' Belozoglu E.""]",[],"[""85' Belozoglu E.""]",[],Ozkalfa T.  (Tur),Ataturk Stadium  (Istanbul),74 753,
Turkey,super-lig,Mersin,Sivasspor,2,0,2014/2015,30.11,16:00,0 - 0,2 - 0,"[""57' 1 - 0 Nakoulma P. (Welliton)"", ""90' 2 - 0 Kaloglu S. (Pedriel R.)""]",[],"[""55' Tita Ceylan M."", ""78' Pedriel R. Welliton"", ""87' Kaloglu S. Nakoulma P.""]","[""60' Utaka J. C. Chrisantus M."", ""69' Aras A. Karadeniz B."", ""82' Yilmazer M. Bekmezci K.""]","[""29' Khalili A."", ""53' Balci S.""]",[],[],[],Kalkavan M.  (Tur),,,
Turkey,super-lig,Gaziantepspor,Galatasaray,0,1,2014/2015,29.11,19:00,0 - 0,0 - 1,[],"[""89' 0 - 1 Yilmaz B.""]","[""64' Akin I. Nefiz E."", ""88' Ildiz M. Suzen G."", ""88' Caglayan O. Sen E.""]","[""46' Bulut U. Bruma"", ""63' Adin O. Sneijder W."", ""90' Telles A. Camdal T.""]","[""73' Suzen G."", ""87' Yardimci B.""]",[],[],[],Yankaya O.  (Tur),Gaziantep Kamil Ocak Stadium (Inactive)  (Gaziantep),16 981,
Turkey,super-lig,Kayseri Erciyesspor,Balikesirspor,4,0,2014/2015,29.11,16:00,2 - 0,2 - 0,"[""4' 1 - 0 Mangane K."", ""6' 2 - 0 Zoua J. (Karaer A.)"", ""59' 3 - 0 Edinho"", ""80' 4 - 0 Alkilic C. (Mangane K.)""]",[],"[""70' Avci K. Akgun M."", ""78' Memis B. Edinho"", ""86' Vleminckx B. Zoua J.""]","[""46' Ozturk A. Depe I."", ""69' Alanzinho Ozturk A."", ""73' Vargas R. Akdemir U.""]","[""57' Akgun M."", ""76' Avci K.""]",[],[],[],Aydinus F.  (Tur),Kadir Has Stadium  (Kayseri),32 864,
Turkey,super-lig,Kasimpasa,Rizespor,3,1,2014/2015,29.11,13:30,2 - 1,1 - 0,"[""37' 1 - 1 Babel R."", ""39' 2 - 1 Colak I. H."", ""59' 3 - 1 Babel R. (Eker I.)""]","[""22' 0 - 1 Kadah D. (Albayrak E.)""]","[""67' Torun T. Colak I. H."", ""79' Turan A. Buyuk A.""]","[""62' Kose T. Holosko F."", ""72' Altinay K. Karakas K."", ""79' Abdi L. Korkmaz U.""]","[""33' Basdas B."", ""44' Buyuk A."", ""56' Babel R.""]",[],[],[],Ulusoy A.  (Tur),Recep Tayyip Erdoğan Stadyumu  (Istanbul),14 234,
Turkey,super-lig,Basaksehir,Bursaspor,0,0,2014/2015,28.11,20:00,0 - 0,0 - 0,[],[],"[""81' Ozturk S. Mossoro M."", ""85' Perbet J. Senturk S."", ""90+2' Pekturk T. Madureira D.""]","[""63' Ipek O. Bakambu C."", ""78' Holmen S. Sen V."", ""85' Yilmaz B. Belluschi F.""]","[""17' Senturk S."", ""20' Oztorun F."", ""31' Mossoro M."", ""45' Rotman R.""]",[],[],[],Yildirim B.  (Tur),,,
Spain,laliga,Barcelona,Real Sociedad,1,0,2017/2018,20.05,21:45,0 - 0,1 - 0,"[""57' 1 - 0 Coutinho (Suarez L.)""]",[],"[""53' Suarez D. Dembele O."", ""67' Messi L. Coutinho"", ""82' Alcacer P. Iniesta A.""]","[""62' Canales S. Januzaj A."", ""71' Odriozola A. Elustondo A."", ""89' Prieto X. Zurutuza D.""]","[""43' Suarez L. (Unsportsmanlike conduct)"", ""72' Alba J. (Unsportsmanlike conduct)"", ""75' Rakitic I. (Tripping)""]",[],[],[],Munuera Montero J.  (Esp),Camp Nou  (Barcelona),99 354,82 444
Spain,laliga,Atl. Madrid,Eibar,2,2,2017/2018,20.05,19:30,1 - 1,1 - 1,"[""42' 1 - 1 Torres F. (Correa A.)"", ""60' 2 - 1 Torres F. (Costa D.)""]","[""35' 0 - 1 Garcia K. (Joan Jordan)"", ""70' 2 - 2 Pena R.""]","[""59' Griezmann A. Koke"", ""59' Costa D. Correa A."", ""66' Gimenez J. M. Vitolo""]","[""66' Arbilla A. Lomban D."", ""78' Charles Alejo I."", ""90+3' Xesc Garcia K.""]","[""8' Hernandez L. (Elbowing)"", ""22' Filipe Luis (Roughing)"", ""61' Torres F. (Unsportsmanlike conduct)"", ""71' Costa D. (Roughing)"", ""83' Savic S. (Roughing)""]",[],"[""63' Hernandez L. (Roughing)""]",[],Alvarez A.  (Esp),Metropolitano Stadium  (Madrid),70 460,63 229
Spain,laliga,Ath Bilbao,Espanyol,0,1,2017/2018,20.05,17:15,0 - 1,0 - 0,[],"[""9' 0 - 1 Lopez D. (Piatti P.)""]","[""58' Iturraspe A. Vesga M."", ""62' Cordoba I. Etxeita X."", ""72' Sabin Williams I.""]","[""56' Martin A. Vila D."", ""64' Melendo O. Piatti P."", ""84' Darder S. Leo Baptistao""]",[],[],[],[],Fernandez Borbalan D.  (Esp),Estadio San Mamés  (Bilbao),53 331,28 492
Spain,laliga,Valencia,Dep. La Coruna,2,1,2017/2018,20.05,13:00,1 - 0,1 - 1,"[""28' 1 - 0 Zaza S."", ""77' 2 - 0 Guedes G. (Vietto L.)""]","[""80' 2 - 1 Perez L. (Adrian)""]","[""62' Kondogbia G. Parejo D."", ""64' Mina S. Zaza S."", ""67' Vietto L. Rodrigo""]","[""59' Perez L. Bakkali Z."", ""62' Adrian Valentin G."", ""83' Tyton P. Koval M.""]",[],[],[],[],Jimenez D.  (Esp),Estadio de Mestalla  (Valencia),49 430,35 376
Spain,laliga,Villarreal,Real Madrid,2,2,2017/2018,19.05,21:45,0 - 2,2 - 0,"[""70' 1 - 2 Martinez Tobinson R. B. (Rodri)"", ""85' 2 - 2 Castillejo S. (Rodri)""]","[""11' 0 - 1 Bale G."", ""32' 0 - 2 Ronaldo C. (Marcelo)""]","[""57' Al Dawsari S. Fuego J."", ""67' Martinez Tobinson R. B. Unal E."", ""77' Castillejo S. Fornals P.""]","[""62' Benzema K. Ronaldo C."", ""62' Lucas Modric L."", ""73' Kovacic M. Isco""]","[""79' Gonzalez A. (Roughing)"", ""79' Castillejo S. (Foul)"", ""88' Martinez Tobinson R. B. (Tripping)"", ""90+4' Al Dawsari S. (Foul)""]",[],[],[],Sanchez J.  (Esp),Estadio de la Ceramica  (Villarreal),23 000,18 891
Spain,laliga,Las Palmas,Girona,1,2,2017/2018,19.05,19:30,1 - 2,0 - 0,"[""14' 1 - 1 Jonathan Calleri (Penalty)""]","[""5' 0 - 1 Stuani C. (Portu)"", ""42' 1 - 2 Stuani C.""]","[""46' Garcia D. Navarro X."", ""63' Esposito E. Aguirregaray M."", ""66' Gil N. Momo F. C.""]","[""59' Timor D. Maffeo P."", ""80' Garcia B. Lozano C."", ""85' Olunga M. Stuani C.""]","[""59' Etebo P. (Foul)""]",[],[],[],Latre S.  (Esp),Estadio de Gran Canaria  (Las Palmas),32 392,6 362
Spain,laliga,Malaga,Getafe,0,1,2017/2018,19.05,19:30,0 - 0,0 - 1,[],"[""73' 0 - 1 Remy L. (Penalty)""]","[""68' Ideye B. Lestienne M."", ""76' Keko En Nesyri Y."", ""84' Cruz J. Lacen M.""]","[""68' Remy L. Molina J."", ""69' Pacheco D. Portillo F."", ""82' Mora S. Shibasaki G.""]","[""35' Hernandez L. (Tripping)"", ""54' Adrian (Tripping)"", ""73' Gonzalez D. (Holding)"", ""83' Iturra M. (Tripping)""]",[],[],[],Trujillo Suarez D.  (Esp),Estadio La Rosaleda  (Málaga),30 044,9 570
Spain,laliga,Sevilla,Alaves,1,0,2017/2018,19.05,19:30,1 - 0,0 - 0,"[""28' 1 - 0 Ben Yedder W. (Vazquez F.)""]",[],"[""46' Pizarro G. N'Zonzi S."", ""64' Muriel L. Ramirez S."", ""81' Lara J. A. Nolito""]","[""61' Munir El Haddadi Burgui"", ""61' Ibai Krkic B."", ""76' Pina Tomas Dieguez A.""]","[""71' Pareja N. (Foul)"", ""81' Sarabia P. (Tripping)""]",[],[],[],Lopez H.  (Esp)  -  Del Cerro C.  (Esp),Estadio Ramón Sánchez Pizjuán  (Sevilla),42 714,22 513
Spain,laliga,Leganes,Betis,3,2,2017/2018,19.05,17:15,1 - 1,2 - 1,"[""28' 1 - 1 Siovas D. (Munoz E.)"", ""64' 2 - 1 Naranjo J. (Guerrero M.)"", ""79' 3 - 2 Amrabat N. (Guerrero M.)""]","[""20' 0 - 1 Campbell J. (Castro R.)"", ""76' 2 - 2 Sanabria A.""]","[""62' Zaldua J. Omar"", ""74' Amrabat N. Naranjo J."", ""89' Mantovani M. Guerrero M.""]","[""69' Sanabria A. Moron L."", ""69' Navarro R. Amat J."", ""77' Joaquin Ruiz F.""]","[""23' Rico D. (Tripping)""]",[],"[""24' Rico D. (Unsportsmanlike conduct)""]",[],Gil Manzano J.  (Esp),Estadio Municipal de Butarque  (Leganes),12 454,10 813
Spain,laliga,Celta Vigo,Levante,4,2,2017/2018,19.05,14:00,2 - 1,2 - 1,"[""29' 1 - 1 Gomez M."", ""41' 2 - 1 Aspas I. (Jozabed)"", ""48' 3 - 1 Aspas I. (Gomez M.)"", ""63' 4 - 1 Gomez M. (Wass D.)""]","[""12' 0 - 1 Rochina R. (Morales J. L.)"", ""74' 4 - 2 Morales J. L. (Campana J.)""]","[""67' Mazan R. Jonny Otto"", ""67' Boye L. Aspas I."", ""86' Molina D. Jozabed""]","[""59' Pazzini G. Sadiku A."", ""75' Bardhi E. Morales J. L."", ""75' Al Muwallad F. Rochina R.""]","[""89' Gomez M. (Foul)""]",[],[],[],Bengoetxea R.  (Esp),Estadio de Balaídos  (Vigo),24 791,10 480
Spain,laliga,Levante,Barcelona,5,4,2017/2018,13.05,21:45,2 - 1,3 - 3,"[""9' 1 - 0 Boateng E. (Morales J. L.)"", ""30' 2 - 0 Boateng E. (Lukic S.)"", ""46' 3 - 1 Bardhi E. (Campana J.)"", ""49' 4 - 1 Boateng E. (Luna A.)"", ""56' 5 - 1 Bardhi E. (Marti R.)""]","[""38' 2 - 1 Coutinho (Suarez L.)"", ""59' 5 - 2 Coutinho"", ""64' 5 - 3 Coutinho (Busquets S.)"", ""71' 5 - 4 Suarez L. (Penalty)""]","[""69' Lerma J. Marti R."", ""77' Pazzini G. Boateng E."", ""85' Rochina R. Morales J. L.""]","[""31' Pique G. Vermaelen T."", ""60' Suarez D. Iniesta A."", ""60' Alcacer P. Dembele O.""]","[""22' Bardhi E. (Roughing)"", ""37' Boateng E. (Unsportsmanlike conduct)"", ""62' Coke (Roughing)"", ""70' Campana J. (Tripping)"", ""88' Lerma J. (Unsportsmanlike conduct)"", ""90+3' Pazzini G. (Delay of game)""]",[],[],[],Lopez M.  (Esp),Estadi Ciutat de València  (Valencia),26 354,22 384
Spain,laliga,Espanyol,Malaga,4,1,2017/2018,13.05,17:15,3 - 1,1 - 0,"[""8' 1 - 0 Moreno G."", ""27' 2 - 0 Garcia S."", ""30' 3 - 0 Leo Baptistao (Garcia S.)"", ""79' 4 - 1 Piatti P. (Penalty)""]","[""39' 3 - 1 Adrian (Penalty)""]","[""59' Piatti P. Melendo O."", ""71' Roca M. Darder S."", ""82' Jurado J. M. Garcia S.""]","[""46' Lopez A. Gonzalez D."", ""59' Baston B. Lestienne M."", ""80' Bueno Success I.""]",[],[],[],[],Munuera J.  (Esp),RCDE Stadium  (Cornella de Llobregat),40 000,15 004
Spain,laliga,Real Madrid,Celta Vigo,6,0,2017/2018,12.05,21:45,3 - 0,3 - 0,"[""13' 1 - 0 Bale G. (Modric L.)"", ""30' 2 - 0 Bale G. (Isco)"", ""32' 3 - 0 Isco (Kroos T.)"", ""52' 4 - 0 Hakimi A. (Benzema K.)"", ""74' 5 - 0 Gomez S. (Own goal)"", ""81' 6 - 0 Kroos T. (Mayoral B.)""]",[],"[""64' Mayoral B. Benzema K."", ""64' Asensio M. Isco"", ""72' Lucas Bale G.""]","[""46' Hernandez P. Boye L."", ""71' Radoja N. Jozabed"", ""81' Aspas I. Mendez B.""]",[],[],[],[],Fuertes P.  (Esp),Estadio Santiago Bernabéu  (Madrid),83 186,56 474
Spain,laliga,Alaves,Ath Bilbao,3,1,2017/2018,12.05,19:30,1 - 0,2 - 1,"[""43' 1 - 0 Guidetti J."", ""60' 2 - 0 Munir El Haddadi"", ""77' 3 - 0 Ibai""]","[""79' 3 - 1 Muniain I. (San Jose M.)""]","[""53' Wakaso M. Alexis"", ""77' Sobrino R. Guidetti J."", ""85' Rodrigo Ely Munir El Haddadi""]","[""41' San Jose M. Rico M."", ""66' Cordoba I. Saborit E.""]","[""32' Maripan G. (Holding)"", ""35' Munir El Haddadi (Unsportsmanlike conduct)""]",[],[],[],Fernandez J.  (Esp),Estadio Mendizorrotza  (Vitoria-Gasteiz),19 840,19 458
Spain,laliga,Betis,Sevilla,2,2,2017/2018,12.05,19:30,1 - 0,1 - 2,"[""5' 1 - 0 Bartra M. (Joaquin)"", ""81' 2 - 2 Moron L.""]","[""57' 1 - 1 Ben Yedder W."", ""79' 1 - 2 Kjaer S. (Ben Yedder W.)""]","[""46' Boudebouz R. Guardado A."", ""59' Moron L. Leon S."", ""73' Tello C. Joaquin""]","[""45' Ben Yedder W. Mercado G."", ""46' Layun M. Sarabia P."", ""85' Vazquez F. Nolito""]","[""17' Guardado A. (Foul)""]",[],[],[],Alvarez A.  (Esp),Estadio Benito Villamarín  (Sevilla),60 721,55 588
Spain,laliga,Dep. La Coruna,Villarreal,2,4,2017/2018,12.05,19:30,0 - 3,2 - 1,"[""58' 1 - 3 Valle B. (Perez L.)"", ""88' 2 - 3 Valle B. (Adrian)""]","[""2' 0 - 1 Castillejo S. (Mario Gaspar)"", ""31' 0 - 2 Trigueros M. (Fornals P.)"", ""45' 0 - 3 Castillejo S. (Fornals P.)"", ""90+2' 2 - 4 Cheryshev D. (Bacca C.)""]","[""46' Bakkali Z. Guilherme"", ""67' Mosquera P. Valverde F."", ""75' Sadick M. Juanfran""]","[""61' Sansone N. Raba D."", ""73' Cheryshev D. Castillejo S."", ""87' Fuego J. Trigueros M.""]","[""22' Guilherme (Tripping)"", ""61' Valle B. (Unsportsmanlike conduct)"", ""74' Albentosa R. (Holding)""]",[],[],[],Hernandez A.  (Esp),Estadio Municipal de Riazor  (La Coruña),34 889,12 885
Spain,laliga,Eibar,Las Palmas,1,0,2017/2018,12.05,19:30,1 - 0,0 - 0,"[""5' 1 - 0 Charles (Orellana F.)""]",[],"[""9' Escalante G. Diop P."", ""71' Arbilla A. Oliveira P."", ""75' Capa A. Charles""]","[""53' Ezekiel I. Samperio J."", ""66' Momo F. C. Halilovic A."", ""80' Esposito E. Gomez V.""]","[""33' Escalante G. (Tripping)"", ""42' Garcia D. (Unsportsmanlike conduct)"", ""90+4' Inui T. (Holding)""]",[],[],[],Lahoz A.  (Esp),Estadio Municipal de Ipurua  (Eibar),8 164,5 107
